Rk,Player,Nation,Pos,Primary_Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt
910,Héctor Fort,es ESP,DFMF,DF,Elche,es La Liga,18,2006,5.4,2,12,5,41.7,2.24,0.93,0.17,0.4,0,0
911,Niccolò Fortini,it ITA,MF,MF,Fiorentina,it Serie A,19,2006,6,0,8,2,25,1.33,0.33,0,0,0,0
912,Fortuño,es ESP,GK,GK,Espanyol,es La Liga,23,2001,1,0,0,0,0,0,0,0,0,0,0
913,Lyle Foster,za RSA,FWMF,FW,Burnley,eng Premier League,24,2000,15.2,3,20,6,30,1.31,0.39,0.15,0.5,0,0
914,Dimitri Foulquier,fr FRA,DF,DF,Valencia,es La Liga,32,1993,12.8,0,6,1,16.7,0.47,0.08,0,0,0,0
915,Juan Foyth,ar ARG,DF,DF,Villarreal,es La Liga,27,1998,10.4,0,2,0,0,0.19,0,0,0,0,0
916,Alejandro Francés,es ESP,DF,DF,Girona,es La Liga,22,2002,12.4,0,16,4,25,1.29,0.32,0,0,0,0
917,Christian Frangella,it ITA,MF,MF,Sassuolo,it Serie A,18,2006,0,0,0,0,0,0,0,0,0,0,0
918,Przemysław Frankowski,pl POL,MFDF,MF,Rennes,fr Ligue 1,30,1995,13.4,1,9,3,33.3,0.67,0.22,0.11,0.33,0,0
919,Davide Frattesi,it ITA,MF,MF,Inter,it Serie A,25,1999,6.3,0,16,4,25,2.53,0.63,0,0,0,0
920,Oscar Fraulo,dk DEN,MF,MF,Gladbach,de Bundesliga,21,2003,0.5,1,1,1,100,2.09,2.09,1,1,0,0
921,Tyler Fredricson,eng ENG,DF,DF,Manchester Utd,eng Premier League,20,2005,0,0,0,0,0,0,0,0,0,0,0
922,Alex Freeman,us USA,DF,DF,Villarreal,es La Liga,20,2004,3.8,0,1,0,0,0.26,0,0,0,0,0
923,Morten Frendrup,dk DEN,MF,MF,Genoa,it Serie A,24,2001,34.2,1,8,3,37.5,0.23,0.09,0.13,0.33,0,0
924,Martin Frese,dk DEN,MFDF,MF,Hellas Verona,it Serie A,27,1998,26.8,2,21,11,52.4,0.78,0.41,0.1,0.18,0,0
925,Remo Freuler,ch SUI,MF,MF,Bologna,it Serie A,33,1992,24.6,1,8,1,12.5,0.33,0.04,0.13,1,0,0
926,Marco Friedl,at AUT,DF,DF,Werder Bremen,de Bundesliga,27,1998,28.3,1,8,2,25,0.28,0.07,0.13,0.5,0,0
927,Marvin Friedrich,de GER,DF,DF,Gladbach,de Bundesliga,29,1995,1.7,0,0,0,0,0,0,0,0,0,0
928,Jeremie Frimpong,nl NED,DFMF,DF,Liverpool,eng Premier League,24,2000,11.6,0,10,2,20,0.87,0.17,0,0,0,0
929,Jorge de Frutos,es ESP,FWMF,FW,Rayo Vallecano,es La Liga,28,1997,27.4,10,62,28,45.2,2.27,1.02,0.15,0.32,1,1
930,Chris Führich,de GER,MF,MF,Stuttgart,de Bundesliga,27,1998,18.9,7,45,23,51.1,2.39,1.22,0.16,0.3,0,0
931,Joel Fujita,jp JPN,MF,MF,St Pauli,de Bundesliga,23,2002,29.6,1,32,7,21.9,1.08,0.24,0.03,0.14,0,0
932,Niclas Füllkrug,de GER,FW,FW,West Ham,eng Premier League,32,1993,4.5,0,9,3,33.3,1.98,0.66,0,0,0,0
933,Niclas Füllkrug,de GER,FW,FW,Milan,it Serie A,32,1993,7.3,1,16,5,31.3,2.19,0.68,0.06,0.2,0,1
934,Alessio Furlanetto,it ITA,GK,GK,Lazio,it Serie A,23,2002,2,0,0,0,0,0,0,0,0,0,0
935,Kaye Furo,be BEL,FW,FW,Brentford,eng Premier League,18,2007,0,0,0,0,0,0,0,0,0,0,0
936,Matteo Gabbia,it ITA,DF,DF,Milan,it Serie A,25,1999,28.1,0,19,3,15.8,0.68,0.11,0,0,0,0
937,Tiago Gabriel,pt POR,DF,DF,Lecce,it Serie A,20,2004,35.8,2,20,4,20,0.56,0.11,0.1,0.5,0,0
938,Gianluca Gaetano,it ITA,MFFW,MF,Cagliari,it Serie A,25,2000,21.2,2,34,11,32.4,1.6,0.52,0.06,0.18,0,0
939,Roberto Gagliardini,it ITA,MF,MF,Hellas Verona,it Serie A,31,1994,25.2,1,15,3,20,0.59,0.12,0.07,0.33,0,0
940,Cody Gakpo,nl NED,MFFW,MF,Liverpool,eng Premier League,26,1999,30.4,7,87,21,24.1,2.86,0.69,0.08,0.33,0,0
941,Javi Galán,es ESP,DF,DF,Osasuna,es La Liga,30,1994,18.6,0,6,1,16.7,0.32,0.05,0,0,0,0
942,Javi Galán,es ESP,DF,DF,Atlético Madrid,es La Liga,30,1994,1.5,0,0,0,0,0,0,0,0,0,0
943,Iñigo Ruiz de Galarreta,es ESP,MF,MF,Athletic Club,es La Liga,31,1993,24.5,1,20,2,10,0.82,0.08,0.05,0.5,0,0
944,Conor Gallagher,eng ENG,MF,MF,Tottenham,eng Premier League,25,2000,13.2,1,11,4,36.4,0.84,0.3,0.09,0.25,0,0
945,Conor Gallagher,eng ENG,MF,MF,Atlético Madrid,es La Liga,25,2000,7.5,2,13,5,38.5,1.72,0.66,0.15,0.4,0,0
946,Antonino Gallo,it ITA,DF,DF,Lecce,it Serie A,25,2000,34,0,6,1,16.7,0.18,0.03,0,0,0,0
947,Ignatius Ganago,cm CMR,FW,FW,Nantes,fr Ligue 1,26,1999,9.3,3,23,7,30.4,2.47,0.75,0.09,0.29,1,1
948,Omri Gandelman,il ISR,MFFW,MF,Lecce,it Serie A,25,2000,10.8,2,10,3,30,0.92,0.28,0.2,0.67,0,0
949,Ismaëlo Ganiou,fr FRA,DF,DF,Lens,fr Ligue 1,20,2005,22.4,3,22,4,18.2,0.98,0.18,0.14,0.75,0,0
950,Ben Gannon-Doak,sct SCO,MF,MF,Bournemouth,eng Premier League,19,2005,1.3,0,3,1,33.3,2.39,0.8,0,0,0,0
951,Facundo Garcés,my MAS,DF,DF,Alavés,es La Liga,25,1999,8.8,0,8,4,50,0.91,0.45,0,0,0,0
952,Aleix García,es ESP,MF,MF,Leverkusen,de Bundesliga,28,1997,29.6,3,30,5,16.7,1.01,0.17,0.1,0.6,0,0
953,Álvaro García,es ESP,MFFW,MF,Rayo Vallecano,es La Liga,32,1992,23.3,4,47,19,40.4,2.01,0.81,0.09,0.21,0,0
954,Andrés García,es ESP,DF,DF,Aston Villa,eng Premier League,22,2003,1,0,0,0,0,0,0,0,0,0,0
955,Eder García,es ESP,FW,FW,Athletic Club,es La Liga,21,2004,0.4,0,1,0,0,2.37,0,0,0,0,0
956,Eric García,es ESP,DFMF,DF,Barcelona,es La Liga,24,2001,30.2,1,25,7,28,0.83,0.23,0.04,0.14,0,0
957,Fran Garcia,es ESP,DFMF,DF,Real Madrid,es La Liga,25,1999,10.3,1,6,2,33.3,0.58,0.19,0.17,0.5,0,0
958,Gonzalo García,es ESP,FW,FW,Real Madrid,es La Liga,21,2004,10.7,6,21,11,52.4,1.96,1.03,0.29,0.55,0,0
959,Hugo García,es ESP,MF,MF,Celta Vigo,es La Liga,18,2006,0.1,0,0,0,0,0,0,0,0,0,0
960,Joan García,es ESP,GK,GK,Barcelona,es La Liga,24,2001,30,0,0,0,0,0,0,0,0,0,0
961,Pablo Garcia,es ESP,MF,MF,Real Betis,es La Liga,19,2006,4.3,0,13,4,30.8,3.02,0.93,0,0,0,0
962,Rubén García,es ESP,MFFW,MF,Osasuna,es La Liga,32,1993,24.8,2,31,10,32.3,1.25,0.4,0.06,0.2,0,0
963,Ulisses Garcia,ch SUI,MFDF,MF,Marseille,fr Ligue 1,29,1996,2.3,0,2,1,50,0.85,0.43,0,0,0,0
964,Ulisses Garcia,ch SUI,DF,DF,Sassuolo,it Serie A,29,1996,10.5,1,2,1,50,0.19,0.1,0.5,1,0,0
965,Víctor García,es ESP,MFFW,MF,Levante,es La Liga,27,1997,11.6,2,19,8,42.1,1.64,0.69,0.11,0.25,0,0
966,Alejandro Garnacho,ar ARG,MF,MF,Chelsea,eng Premier League,21,2004,14.1,1,33,7,21.2,2.34,0.5,0.03,0.14,0,0
967,James Garner,eng ENG,MFDF,MF,Everton,eng Premier League,24,2001,37.9,2,45,14,31.1,1.19,0.37,0.04,0.14,0,0
968,Erawan Garnier,th THA,DF,DF,Lens,fr Ligue 1,19,2006,0.1,0,0,0,0,0,0,0,0,0,0
969,Federico Gatti,it ITA,DF,DF,Juventus,it Serie A,27,1998,12.1,2,14,6,42.9,1.15,0.49,0.14,0.33,0,0
970,Federico Gattoni,ar ARG,DF,DF,Sevilla,es La Liga,26,1999,0.1,0,0,0,0,0,0,0,0,0,0
971,Gavi,es ESP,MF,MF,Barcelona,es La Liga,20,2004,6.4,0,0,0,0,0,0,0,0,0,0
972,Jusuf Gazibegović,ba BIH,DF,DF,Köln,de Bundesliga,25,2000,0.3,0,0,0,0,0,0,0,0,0,0
973,Paulo Gazzaniga,ar ARG,GK,GK,Girona,es La Liga,33,1992,34.5,0,0,0,0,0,0,0,0,0,0
974,Jean-Philippe Gbamin,ci CIV,DFMF,DF,Metz,fr Ligue 1,29,1995,27.6,1,14,7,50,0.51,0.25,0.07,0.14,0,0
975,Yann Gboho,fr FRA,MFFW,MF,Toulouse,fr Ligue 1,24,2001,28.9,8,57,16,28.1,1.97,0.55,0.14,0.5,0,0
976,David de Gea,es ESP,GK,GK,Fiorentina,it Serie A,34,1990,37,0,0,0,0,0,0,0,0,0,0
977,Lutsharel Geertruida,nl NED,DFMF,DF,Sunderland,eng Premier League,25,2000,18.8,0,11,3,27.3,0.58,0.16,0,0,0,0
978,Valentin Gendrey,fr FRA,DF,DF,Hoffenheim,de Bundesliga,25,2000,0.7,1,2,1,50,3.05,1.53,0.5,1,0,0
979,Tyrique George,eng ENG,FW,FW,Chelsea,eng Premier League,19,2006,1.6,0,3,2,66.7,1.86,1.24,0,0,0,0
980,Tyrique George,eng ENG,MF,MF,Everton,eng Premier League,19,2006,2.4,0,7,3,42.9,2.89,1.24,0,0,0,0
981,Yannick Gerhardt,de GER,MF,MF,Wolfsburg,de Bundesliga,31,1994,11.9,1,11,1,9.1,0.93,0.08,0.09,1,0,0
982,Willem Geubbels,fr FRA,FW,FW,Paris FC,fr Ligue 1,23,2001,11.3,5,30,9,30,2.67,0.8,0.13,0.44,1,1
983,Ismaël Gharbi,tn TUN,MF,MF,Augsburg,de Bundesliga,21,2004,1,0,3,0,0,2.87,0,0,0,0,0
984,Mourad El Ghezouani,ma MAR,FW,FW,Elche,es La Liga,27,1998,0.6,0,1,0,0,1.8,0,0,0,0,0
985,Rachid Ghezzal,dz ALG,MFFW,MF,Lyon,fr Ligue 1,33,1992,2.5,0,4,1,25,1.6,0.4,0,0,0,0
986,Daniele Ghilardi,it ITA,DF,DF,Roma,it Serie A,22,2003,12.2,0,3,0,0,0.25,0,0,0,0,0
987,Andrea Ghion,it ITA,MF,MF,Sassuolo,it Serie A,25,2000,0.1,0,0,0,0,0,0,0,0,0,0
988,Dimitris Giannoulis,gr GRE,MF,MF,Augsburg,de Bundesliga,29,1995,21,2,10,6,60,0.48,0.29,0.2,0.33,0,0
989,Morgan Gibbs-White,eng ENG,MF,MF,Nottingham,eng Premier League,25,2000,34.4,15,83,32,38.6,2.41,0.93,0.17,0.44,1,1
990,Bryan Gil,es ESP,MFFW,MF,Girona,es La Liga,24,2001,17.5,0,27,7,25.9,1.54,0.4,0,0,0,0
991,Mario Gila,es ESP,DF,DF,Lazio,it Serie A,24,2000,27.5,0,12,3,25,0.44,0.11,0,0,0,0
992,Billy Gilmour,sct SCO,MF,MF,Napoli,it Serie A,24,2001,8.9,1,10,3,30,1.12,0.34,0.1,0.33,0,0
993,Benedikt Gimber,de GER,DF,DF,Heidenheim,de Bundesliga,28,1997,16,0,4,1,25,0.25,0.06,0,0,0,0
994,Santiago Giménez,mx MEX,FW,FW,Milan,it Serie A,24,2001,9.9,0,27,9,33.3,2.72,0.91,0,0,0,0
995,Gvidas Gineitis,lt LTU,MF,MF,Torino,it Serie A,21,2004,19.5,0,27,5,18.5,1.38,0.26,0,0,0,0
996,Matthias Ginter,de GER,DF,DF,Freiburg,de Bundesliga,31,1994,31.5,3,19,7,36.8,0.6,0.22,0.16,0.43,0,0
997,Giovane,br BRA,FWMF,FW,Hellas Verona,it Serie A,21,2003,17,3,47,25,53.2,2.76,1.47,0.06,0.12,0,0
998,Giovane,br BRA,MFFW,MF,Napoli,it Serie A,21,2003,3.8,0,9,2,22.2,2.4,0.53,0,0,0,0
999,Olivier Giroud,fr FRA,FW,FW,Lille,fr Ligue 1,38,1986,17.9,7,41,16,39,2.29,0.89,0.1,0.25,3,4
1000,Jamie Gittens,eng ENG,MF,MF,Chelsea,eng Premier League,20,2004,5.5,0,10,2,20,1.82,0.36,0,0,0,0
1001,Robert Glatzel,de GER,FW,FW,Hamburger SV,de Bundesliga,31,1994,6.8,3,16,7,43.8,2.35,1.03,0.13,0.29,1,1
1002,Serge Gnabry,de GER,MF,MF,Bayern Munich,de Bundesliga,30,1995,13.5,8,50,17,34,3.69,1.26,0.16,0.47,0,0
1003,Wilfried Gnonto,it ITA,FW,FW,Leeds United,eng Premier League,21,2003,6,0,10,0,0,1.68,0,0,0,0,0
1004,Giorgi Gocholeishvili,ge GEO,MF,MF,Hamburger SV,de Bundesliga,24,2001,10.4,0,14,2,14.3,1.34,0.19,0,0,0,0
1005,Martial Godo,ci CIV,MF,MF,Strasbourg,fr Ligue 1,22,2003,17.6,10,41,17,41.5,2.33,0.97,0.24,0.59,0,0
1006,Maxima Goffi,fr FRA,DF,DF,Lille,fr Ligue 1,17,2008,0.4,0,0,0,0,0,0,0,0,0,0
1007,Saba Goglichidze,ge GEO,DF,DF,Udinese,it Serie A,21,2004,4.7,0,3,1,33.3,0.64,0.21,0,0,0,0
1008,Edoardo Goldaniga,it ITA,DF,DF,Como,it Serie A,31,1993,0.2,0,0,0,0,0,0,0,0,0,0
1009,Aleksandr Golovin,ru RUS,MF,MF,Monaco,fr Ligue 1,29,1996,18.3,5,34,18,52.9,1.86,0.98,0.15,0.28,0,0
1010,André Gomes,pt POR,MF,MF,Lille,fr Ligue 1,32,1993,0.1,0,0,0,0,0,0,0,0,0,0
1011,Angel Gomes,eng ENG,MF,MF,Marseille,fr Ligue 1,24,2000,9.9,3,11,5,45.5,1.11,0.51,0.27,0.6,0,0
1012,Angel Gomes,eng ENG,MFFW,MF,Wolves,eng Premier League,24,2000,5.1,0,6,2,33.3,1.17,0.39,0,0,0,0
1013,João Gomes,br BRA,MF,MF,Wolves,eng Premier League,24,2001,31.4,1,19,7,36.8,0.6,0.22,0.05,0.14,0,0
1014,Rodrigo Gomes,pt POR,MFFW,MF,Wolves,eng Premier League,22,2003,10.7,3,20,6,30,1.87,0.56,0.15,0.5,0,0
1015,Toti Gomes,pt POR,DF,DF,Wolves,eng Premier League,26,1999,15.8,0,5,2,40,0.32,0.13,0,0,0,0
1016,Diego Gómez,py PAR,MFFW,MF,Brighton,eng Premier League,22,2003,23.6,5,42,14,33.3,1.78,0.59,0.12,0.36,0,0
1017,Joe Gomez,eng ENG,DF,DF,Liverpool,eng Premier League,28,1997,6.7,0,5,1,20,0.74,0.15,0,0,0,0
1018,Moi Gómez,es ESP,MF,MF,Osasuna,es La Liga,31,1994,13.3,0,11,2,18.2,0.82,0.15,0,0,0,0
1019,Sergio Gómez,es ESP,DF,DF,Real Sociedad,es La Liga,24,2000,30,0,12,0,0,0.4,0,0,0,0,0
1020,Unai Gómez,es ESP,MF,MF,Athletic Club,es La Liga,22,2003,10.4,1,23,7,30.4,2.21,0.67,0.04,0.14,0,0
1021,Valentín Gómez,ar ARG,DF,DF,Real Betis,es La Liga,22,2003,20.9,1,11,5,45.5,0.53,0.24,0.09,0.2,0,0
1022,Georges Gomis,sn SEN,DF,DF,Le Havre,fr Ligue 1,17,2008,0,0,0,0,0,0,0,0,0,0,0
1023,Tidiam Gomis,fr FRA,FW,FW,RB Leipzig,de Bundesliga,18,2006,3.9,1,9,3,33.3,2.33,0.78,0.11,0.33,0,0
1024,Rafael Gonçalves,pt POR,MFDF,MF,Strasbourg,fr Ligue 1,20,2005,6.5,0,5,3,60,0.77,0.46,0,0,0,0
1025,Hugo González,es ESP,FW,FW,Celta Vigo,es La Liga,22,2003,0.1,0,0,0,0,0,0,0,0,0,0
1026,Nicolás González,es ESP,MF,MF,Manchester City,eng Premier League,23,2002,17.4,1,14,2,14.3,0.8,0.11,0.07,0.5,0,0
1027,Nicolás González,ar ARG,MFDF,MF,Atlético Madrid,es La Liga,27,1998,16.1,5,43,21,48.8,2.67,1.31,0.12,0.24,0,0
1028,Nicolás González,ar ARG,FWMF,FW,Juventus,it Serie A,27,1998,0.2,0,2,0,0,9.47,0,0,0,0,0
1029,Urko González,es ESP,MF,MF,Espanyol,es La Liga,24,2001,29.1,0,18,1,5.6,0.62,0.03,0,0,0,0
1030,Urko González,es ESP,DFMF,DF,Real Sociedad,es La Liga,24,2001,0.1,0,0,0,0,0,0,0,0,0,0
1031,Anthony Gordon,eng ENG,FW,FW,Newcastle,eng Premier League,24,2001,19.9,6,48,20,41.7,2.41,1,0.06,0.15,3,3
1032,Leon Goretzka,de GER,MF,MF,Bayern Munich,de Bundesliga,30,1995,21.6,5,35,11,31.4,1.62,0.51,0.14,0.45,0,0
1033,Mathieu Gorgelin,fr FRA,GK,GK,Lens,fr Ligue 1,34,1990,1,0,0,0,0,0,0,0,0,0,0
1034,Andoni Gorosabel,es ESP,DF,DF,Athletic Club,es La Liga,28,1996,15.1,0,5,1,20,0.33,0.07,0,0,0,0
1035,Jon Gorrotxategi,es ESP,MF,MF,Real Sociedad,es La Liga,23,2002,24.6,1,13,1,7.7,0.53,0.04,0.08,1,0,0
1036,Olaf Gorter,nl NED,MF,MF,Lecce,it Serie A,20,2005,0.3,0,0,0,0,0,0,0,0,0,0
1037,Alimami Gory,ml MLI,MFDF,MF,Paris FC,fr Ligue 1,28,1996,10.9,5,19,6,31.6,1.74,0.55,0.26,0.83,0,0
1038,Robin Gosens,de GER,DFMF,DF,Fiorentina,it Serie A,31,1994,20.9,3,18,7,38.9,0.86,0.33,0.17,0.43,0,0
1039,Mikel Goti,es ESP,MF,MF,Real Sociedad,es La Liga,23,2002,0.8,0,3,0,0,3.55,0,0,0,0,0
1040,Mario Götze,de GER,MF,MF,Frankfurt,de Bundesliga,33,1992,9.8,0,5,0,0,0.51,0,0,0,0,0
1041,Amine Gouiri,dz ALG,FWMF,FW,Marseille,fr Ligue 1,25,2000,14.7,8,38,17,44.7,2.58,1.15,0.21,0.47,0,0
1042,Lucas Gourna-Douath,fr FRA,MF,MF,Le Havre,fr Ligue 1,21,2003,14.1,0,9,2,22.2,0.64,0.14,0,0,0,0
1043,Tiago Gouveia,pt POR,MF,MF,Nice,fr Ligue 1,24,2001,5.9,0,12,4,33.3,2.03,0.68,0,0,0,0
1044,Jeffrey Gouweleeuw,nl NED,DF,DF,Augsburg,de Bundesliga,34,1991,9.4,0,5,3,60,0.53,0.32,0,0,0,0
1045,Kamil Grabara,pl POL,GK,GK,Wolfsburg,de Bundesliga,26,1999,34,0,1,0,0,0.03,0,0,0,0,0
1046,Jonathan Gradit,fr FRA,DF,DF,Lens,fr Ligue 1,32,1992,9,0,2,0,0,0.22,0,0,0,0,0
1047,Alberto Grassi,it ITA,MF,MF,Cremonese,it Serie A,30,1995,19.5,0,13,4,30.8,0.67,0.21,0,0,0,0
1048,Ryan Gravenberch,nl NED,MF,MF,Liverpool,eng Premier League,23,2002,33.2,5,38,13,34.2,1.14,0.39,0.13,0.38,0,0
1049,Archie Gray,eng ENG,MFDF,MF,Tottenham,eng Premier League,19,2006,16.4,2,11,5,45.5,0.67,0.3,0.18,0.4,0,0
1050,Jack Grealish,eng ENG,MF,MF,Everton,eng Premier League,29,1995,18.1,2,26,8,30.8,1.44,0.44,0.08,0.25,0,0
1051,Mason Greenwood,eng ENG,MF,MF,Marseille,fr Ligue 1,23,2001,27.4,16,116,48,41.4,4.24,1.75,0.09,0.21,6,8
1052,Michael Gregoritsch,at AUT,FW,FW,Augsburg,de Bundesliga,31,1994,10.1,6,29,10,34.5,2.86,0.99,0.17,0.5,1,1
1053,Dominik Greif,sk SVK,GK,GK,Lyon,fr Ligue 1,28,1997,29,0,0,0,0,0,0,0,0,0,0
1054,Antoine Griezmann,fr FRA,FW,FW,Atlético Madrid,es La Liga,34,1991,16.5,7,47,25,53.2,2.86,1.52,0.15,0.28,0,0
1055,Vincenzo Grifo,it ITA,MF,MF,Freiburg,de Bundesliga,32,1993,19,7,30,12,40,1.58,0.63,0.1,0.25,4,4
1056,Álex Grimaldo,es ESP,MF,MF,Leverkusen,de Bundesliga,29,1995,28,8,61,21,34.4,2.18,0.75,0.08,0.24,3,3
1057,Pascal Groß,de GER,MF,MF,Dortmund,de Bundesliga,34,1991,6.8,0,8,1,12.5,1.17,0.15,0,0,0,0
1058,Pascal Groß,de GER,MF,MF,Brighton,eng Premier League,34,1991,18.2,1,18,9,50,0.99,0.5,0.06,0.11,0,0
1059,Jacopo Grossi,it ITA,MF,MF,Genoa,it Serie A,18,2006,0.2,0,1,0,0,4.09,0,0,0,0,0
1060,Brajan Gruda,de GER,MFFW,MF,RB Leipzig,de Bundesliga,21,2004,8.4,3,22,10,45.5,2.63,1.2,0.14,0.3,0,0
1061,Brajan Gruda,de GER,MF,MF,Brighton,eng Premier League,21,2004,8,1,16,6,37.5,2,0.75,0.06,0.17,0,0
1062,Ilia Gruev,bg BUL,MF,MF,Leeds United,eng Premier League,25,2000,14.7,0,7,1,14.3,0.48,0.07,0,0,0,0
1063,Marco Grüll,at AUT,MFFW,MF,Werder Bremen,de Bundesliga,27,1998,22.3,3,43,13,30.2,1.93,0.58,0.07,0.23,0,0
1064,Albert Grønbaek,dk DEN,MF,MF,Hamburger SV,de Bundesliga,24,2001,5.5,1,8,4,50,1.46,0.73,0.13,0.25,0,0
1065,Albert Grønbaek,dk DEN,MF,MF,Genoa,it Serie A,24,2001,1.1,0,1,1,100,0.87,0.87,0,0,0,0
1066,Nemanja Gudelj,rs SRB,DFMF,DF,Sevilla,es La Liga,33,1991,26.1,2,31,9,29,1.19,0.34,0.06,0.22,0,0
1067,Gabriel Gudmundsson,se SWE,DFMF,DF,Leeds United,eng Premier League,26,1999,29.2,0,18,3,16.7,0.62,0.1,0,0,0,0
1068,Gonçalo Guedes,pt POR,MF,MF,Real Sociedad,es La Liga,28,1996,20.3,8,46,18,39.1,2.27,0.89,0.17,0.44,0,0
1069,Marc Guéhi,eng ENG,DF,DF,Crystal Palace,eng Premier League,25,2000,20,2,15,4,26.7,0.75,0.2,0.13,0.5,0,0
1070,Marc Guéhi,eng ENG,DF,DF,Manchester City,eng Premier League,25,2000,15,1,17,5,29.4,1.13,0.33,0.06,0.2,0,0
1071,Mattéo Guendouzi,fr FRA,MF,MF,Lazio,it Serie A,26,1999,15.9,2,16,8,50,1.01,0.5,0.13,0.25,0,0
1072,Javier Guerra,es ESP,MFFW,MF,Valencia,es La Liga,22,2003,22.9,4,31,12,38.7,1.35,0.52,0.13,0.33,0,0
1073,Raphaël Guerreiro,pt POR,MF,MF,Bayern Munich,de Bundesliga,31,1993,8.7,5,12,5,41.7,1.38,0.57,0.42,1,0,0
1074,Daniel Guerrero,es ESP,MF,MF,Real Betis,es La Liga,20,2005,0,0,0,0,0,0,0,0,0,0,0
1075,Ismaël Guerti,fr FRA,FW,FW,Metz,fr Ligue 1,21,2004,0.3,0,0,0,0,0,0,0,0,0,0
1076,Evann Guessand,ci CIV,MF,MF,Crystal Palace,eng Premier League,24,2001,3.7,1,3,1,33.3,0.82,0.27,0.33,1,0,0
1077,Evann Guessand,ci CIV,MF,MF,Aston Villa,eng Premier League,24,2001,6.5,0,8,5,62.5,1.22,0.77,0,0,0,0
1078,Ander Guevara,es ESP,MF,MF,Alavés,es La Liga,28,1997,7.3,1,5,1,20,0.69,0.14,0.2,1,0,0
1079,Idrissa Gueye,sn SEN,MF,MF,Everton,eng Premier League,35,1989,23.3,2,29,7,24.1,1.25,0.3,0.07,0.29,0,0
1080,Idrissa Guèye,sn SEN,FW,FW,Udinese,it Serie A,18,2006,4.7,1,20,6,30,4.28,1.28,0.05,0.17,0,0
1081,Idrissa Guèye,sn SEN,FW,FW,Metz,fr Ligue 1,18,2006,1.5,0,2,0,0,1.36,0,0,0,0,0
1082,Pape Gueye,sn SEN,MF,MF,Villarreal,es La Liga,26,1999,23.7,5,47,13,27.7,1.98,0.55,0.09,0.31,1,1
1083,Morgan Guilavogui,gn GUI,MF,MF,Lens,fr Ligue 1,27,1998,5.5,1,10,2,20,1.83,0.37,0.1,0.5,0,0
1084,Frederic Guilbert,fr FRA,DFMF,DF,Nantes,fr Ligue 1,30,1994,6.7,0,7,2,28.6,1.04,0.3,0,0,0,0
1085,Luis Guilherme,br BRA,FW,FW,West Ham,eng Premier League,19,2006,1.4,0,1,0,0,0.72,0,0,0,0,0
1086,Bruno Guimarães,br BRA,MF,MF,Newcastle,eng Premier League,27,1997,27.3,9,42,23,54.8,1.54,0.84,0.17,0.3,2,2
1087,Daouda Guindo,ml MLI,DF,DF,Brest,fr Ligue 1,22,2002,18.7,1,21,5,23.8,1.12,0.27,0.05,0.2,0,0
1088,Bahereba Guirassy,fr FRA,FWMF,FW,Nantes,fr Ligue 1,18,2006,9.1,2,15,7,46.7,1.64,0.77,0.13,0.29,0,0
1089,Serhou Guirassy,gn GUI,FW,FW,Dortmund,de Bundesliga,29,1996,26,17,84,40,47.6,3.23,1.54,0.19,0.4,1,3
1090,Marc Guiu,es ESP,FW,FW,Sunderland,eng Premier League,19,2006,0.2,0,1,0,0,6,0,0,0,0,0
1091,Marc Guiu,es ESP,FW,FW,Chelsea,eng Premier League,19,2006,2.9,0,12,2,16.7,4.2,0.7,0,0,0,0
1092,Péter Gulácsi,hu HUN,GK,GK,RB Leipzig,de Bundesliga,35,1990,22.3,0,0,0,0,0,0,0,0,0,0
1093,Arda Güler,tr TUR,MF,MF,Real Madrid,es La Liga,20,2005,22.4,4,49,19,38.8,2.19,0.85,0.08,0.21,0,0
1094,Gerard Gumbau,es ESP,MF,MF,Rayo Vallecano,es La Liga,30,1994,13.1,0,20,5,25,1.53,0.38,0,0,0,0
1095,Angus Gunn,sct SCO,GK,GK,Nottingham,eng Premier League,29,1996,0.5,0,0,0,0,0,0,0,0,0,0
1096,Christian Günter,de GER,DF,DF,Freiburg,de Bundesliga,32,1993,17.2,0,9,0,0,0.52,0,0,0,0,0
1097,Jon Guridi,es ESP,MFFW,MF,Alavés,es La Liga,30,1995,13.8,0,15,4,26.7,1.09,0.29,0,0,0,0
1098,Gorka Guruzeta,es ESP,FW,FW,Athletic Club,es La Liga,28,1996,26.3,10,84,32,38.1,3.2,1.22,0.11,0.28,1,1
1099,Malo Gusto,fr FRA,DFMF,DF,Chelsea,eng Premier League,22,2003,25.1,2,12,6,50,0.48,0.24,0.17,0.33,0,0
1100,Linus Güther,de GER,MF,MF,Union Berlin,de Bundesliga,15,2010,0.1,0,0,0,0,0,0,0,0,0,0
1101,Miguel Gutiérrez,es ESP,MFDF,MF,Napoli,it Serie A,24,2001,16.5,1,15,5,33.3,0.91,0.3,0.07,0.2,0,0
1102,Albert Guðmundsson,is ISL,FWMF,FW,Fiorentina,it Serie A,28,1997,25,5,41,15,36.6,1.64,0.6,0.05,0.13,3,3
1103,Joško Gvardiol,hr CRO,DF,DF,Manchester City,eng Premier League,23,2002,15.2,2,17,6,35.3,1.12,0.39,0.12,0.33,0,0
1104,Viktor Gyökeres,se SWE,FW,FW,Arsenal,eng Premier League,27,1998,24.7,14,55,22,40,2.23,0.89,0.2,0.5,3,3
